timestamp,ue_id,x,y,area_id,rsrp,rsrq,sinr,cqi,serving_bs,distance
0,1,17.8049486117402,175.650793461212,4,-66.623120413098,-5.60514811694031,1.36295273531973,4,1,131.821444504772
0,2,189.455812259633,8.17312183418674,7,-85.5291452923338,-6.40000000000027,-21.1695428927953,0,1,147.477663766727
0,3,159.547242802859,34.5565790850847,7,-76.3571163565347,-6.40000000000056,-16.92665924933,0,1,113.098840203001
0,4,54.3922661429918,10.6161131156704,5,-62.9413959220344,-7.40021328691481,1.00427093576514,4,1,46.0720365079355
0,5,71.0087962538291,80.785667080865,2,-45.3630559806217,-4.82540925791418,21.026772062913,14,1,44.0610578362431
0,6,117.138180858962,45.3815098605332,6,-52.9511207045242,-5.61025549798069,15.0349524438935,11,1,71.2819456820523
0,7,56.4601643972696,91.5917148815842,2,-45.9709577553725,-4.82657864635463,21.026772062913,14,1,48.2063737573232
0,8,153.925514744527,133.263385163767,8,-59.347341243584,-6.47137937644179,4.8831158636207,6,2,29.1165578698086
0,9,198.558522690351,138.069115225581,1,-65.7221773206995,-5.6000122561675,2.26389582771828,4,2,55.2496709254435
0,10,82.8759870448533,78.4934554018851,2,-44.3774881112898,-4.81779922437454,21.026772062913,14,1,49.4465117567719
0,11,155.41049161055,69.9317625991657,7,-73.5546207174315,-6.40000000000087,-14.1241636102268,0,2,83.6208470415373
0,12,139.165500334638,127.763479449518,8,-49.4175473211744,-6.44506164203687,13.8304571072047,10,2,34.1188984170172
0,13,96.4948870501561,30.5785168032867,6,-55.2234418800466,-5.60648571600559,12.7626312683712,10,1,55.5987277855077
0,14,179.066327334611,107.609729258782,1,-66.4415416615771,-5.61740552826925,1.54453148684064,4,2,56.5158069767788
0,15,184.603226827451,193.956453434315,1,-70.5868161097483,-5.60002408141865,-2.60074296133059,2,2,60.6778633885132
0,16,92.9073668427632,134.008537149051,2,-48.6771523328804,-4.8123969768266,21.026772062913,14,2,63.7773129328925
0,17,158.029338406687,114.54496402095,8,-60.2912750706364,-6.42670797181602,3.93918203656825,5,2,43.2871788353648
0,18,55.2055118436906,18.1538128078427,5,-61.0321090362064,-7.40028410878421,2.91355782159312,5,1,39.9190054013464
0,19,117.039582112804,50.9491982335685,6,-54.1863470081145,-5.60947343935243,13.7997261403032,10,1,71.045454092053
0,20,54.9415453836249,197.543268838123,4,-58.6386590955377,-5.61048459798472,9.34741405288006,8,2,108.851836024329
0,21,105.451712896603,80.400146886245,8,-64.0453978550052,-6.40395418465681,0.185059252199463,3,2,85.9123939679425
0,22,145.093664188716,30.2908444238823,6,-61.391159925494,-5.60480117041354,6.59491322292377,7,1,99.9174948763224
0,23,129.691302967214,181.211188911373,8,-66.6410087893322,-6.40006022373972,-2.41055168212753,2,2,44.0321642487725
0,24,190.11977358531,57.904773900504,7,-78.2274227063221,-6.40000000000015,-18.7969655991174,0,2,103.16674320174
0,25,112.03699545009,95.3881519463836,8,-49.5902734779517,-6.40858334732449,13.8304571072047,10,2,70.5400146178592
0,26,133.396604664761,125.907546366175,8,-49.1782474926517,-6.43426754076047,13.8304571072047,10,2,37.5282434808272
0,27,72.7999472123524,158.092364531011,2,-60.4539275975979,-4.80941539593397,10.9728444653152,9,2,81.1023089321034
0,28,144.911271768318,60.3847176538263,6,-49.0656905179008,-5.60456373323073,17.5860731484177,12,1,98.3272183549865
0,29,139.435738883592,198.405897062671,1,-66.2973082386633,-5.60003088520732,1.68876490975442,4,2,54.8359780014683
0,30,53.2965185171399,18.1327163989712,5,-61.1711370833072,-7.40029111545939,2.77452977449237,5,1,39.7321129370468
0,31,141.617042834152,144.889762895684,8,-63.0059615802083,-6.42732909372106,1.2244955269964,4,2,25.4683822436128
0,32,47.2152451092798,99.3278549061097,2,-49.7485437625728,-4.82670417711578,21.026772062913,14,1,54.7105303341103
0,33,183.49361734499,9.62438564873564,7,-84.6654444397974,-6.40000000000048,-21.1695428927953,0,1,141.431913322605
0,34,124.71419796336,24.6118467780257,6,-53.9033034519184,-5.61356918339139,14.0827696964994,10,1,82.3348024915988
0,35,154.901875448373,65.8468583476935,7,-76.0588299878168,-6.40000000000117,-16.6283728806121,0,2,87.5101687397786
0,36,13.0372275231884,25.248970491481,5,-73.9984362747848,-7.40002989064421,-10.0527694169853,0,1,50.3101382516896
0,37,86.7158063157312,92.0395882110864,2,-50.1765492972699,-4.81232784284685,21.026772062913,14,1,60.5609396424131
0,38,36.9258412549757,162.244024902139,3,-59.6617600715887,-4.80981714686162,11.7650119913244,9,1,115.420556025009
0,39,58.8344302940277,104.410101908257,2,-52.9373895479262,-4.8206455971265,18.4893825149868,13,1,59.9229200580793
0,40,84.5112016459559,175.484477032514,4,-61.2179901167587,-5.61370288070249,6.76808303165908,7,2,74.0978493579766
0,41,181.237362652155,186.860735931166,1,-70.5761217769552,-5.6000182618583,-2.59004862853747,2,2,53.7283600982704
0,42,126.46809921723,21.2103917104938,6,-58.9904074005472,-5.61262546642462,8.99566574787059,8,1,85.0203607576401
0,43,76.7862859124167,41.3964722168721,6,-59.8117671694177,-5.64523778662138,8.17430597900006,8,1,36.6575476988953
0,44,65.4392761092793,128.754876488935,2,-55.9953534672727,-4.81178548276178,15.4314185956403,11,1,83.6238710989036
0,45,50.5202957116367,189.468279070547,4,-64.0756209907027,-5.60388013531202,3.91045215771507,5,2,109.572837045003
0,46,91.9251540183793,121.807277896091,2,-48.6379210344624,-4.81067141372643,21.026772062913,14,2,68.7005627008776
0,47,189.051336226285,71.9683390992305,7,-78.6595781533515,-6.4000000000005,-19.2291210461468,0,2,90.3670125875092
0,48,132.634769261839,66.4662814311707,6,-54.3623270743171,-5.60753776398215,13.6237460741006,10,1,87.475102258459
0,49,65.3679524390814,174.111209781414,4,-61.1138401237354,-5.60484792643593,6.87223302468232,7,2,91.0833898769524
0,50,117.432632293034,12.9976021769294,6,-59.9037450549149,-5.61701254559154,8.0823280935029,7,1,80.4275285124706
0,51,134.211326191309,26.3913226588457,6,-53.7190189271548,-5.60954614521911,14.2670542212629,11,1,90.5602954097308
0,52,176.593543144863,188.429227304226,1,-70.4931939587947,-5.60004504912934,-2.50712081037697,2,2,52.3093877635509
0,53,105.093386528249,146.719693844519,8,-50.9948220330202,-6.41838621749595,13.2356350741845,10,2,50.7899039374456
0,54,109.209278454514,4.16260861720836,5,-57.4949240593776,-7.40807205867627,6.45074279842191,7,1,78.4796477048884
0,55,199.768826821124,36.5032990777733,7,-82.2800547265786,-6.40000000000077,-21.1695428927953,0,2,126.137572687048
0,56,42.3877617414101,15.7817935136329,5,-63.989793645895,-7.40019659995457,-0.0441267880954781,3,1,42.2028651450253
0,57,153.988578322584,122.973401848047,8,-56.8987260620405,-6.4524626947524,7.33173104516414,7,2,36.0360342532658
0,58,32.4794223290095,98.3750007076388,2,-50.4556310564466,-4.8317180342696,20.9711410064665,14,1,56.5628971622677
0,59,53.1739301400298,25.9493561130384,5,-61.0206327938728,-7.40042707178245,2.92503406392675,5,1,33.7750988734486
0,60,30.4082978841446,170.444741554055,3,-51.4545727047893,-4.80554568269318,19.9721993581237,14,2,123.581603291831
0,61,17.2170054971881,167.610177841308,3,-59.6333896673496,-4.80617342116243,11.7933823955634,9,1,124.33474438159
0,62,176.346496652269,120.583974904153,1,-65.5148204283304,-5.60567387415833,2.47125272008738,5,2,45.9531328451883
0,63,114.54140434777,105.867362740922,8,-53.9173996602107,-6.4140017459727,10.313057446994,9,2,61.2964246679179
0,64,135.310597583096,152.688108017155,8,-61.7382981905675,-6.46278339503717,2.49215891663712,5,2,27.8433918206394
0,65,145.820120477253,169.599991450364,8,-63.8906395558212,-6.4006643633344,0.339817551383502,4,2,30.8849649130286
0,66,107.775619335097,87.7396581361377,8,-48.3817755409154,-6.40880549570906,13.8304571072047,10,2,78.8130604122164
0,67,193.987106996336,88.054792858138,7,-75.4973214950585,-6.40000000000042,-16.0668643878538,0,2,79.5256202098124
0,68,44.15858824066,149.100226151292,3,-61.4923891376225,-4.81225679278533,9.93438292529055,8,1,102.015816982365
0,69,75.521579570552,67.434237797525,6,-49.9275409287629,-5.62684573980537,17.5860731484177,12,1,38.827228478951
0,70,12.0147979666118,75.8498522584481,2,-59.340014593455,-4.80001323009991,12.086757469458,9,1,51.6075618034888
0,71,116.72703055913,53.4005561269156,6,-55.1798756872325,-5.60834780793538,12.8061974611853,10,1,70.8259160845191
0,72,153.185038483585,139.392738465499,8,-64.6128623728481,-6.40333157639182,-0.382405265643472,3,2,25.9790005081646
