timestamp,x,y,area_id,rsrp,rsrq,sinr,cqi,serving_bs,distance
0,106.420125409673,164.512546436419,8,-55.4990941140523,-6.42522551093581,8.73136299315236,8,2,51.5952466161161
0.5,106.131650876414,163.836906263535,8,-57.0886107297796,-6.41856994157642,7.14184637742511,7,2,51.6540611159923
1,105.843176343156,163.161266090652,8,-56.5725987930301,-6.4222813221961,7.65785831417456,7,2,51.7232442966467
1.5,105.554701809897,162.485625917768,8,-55.870010826623,-6.42034790102322,8.36044628058165,8,2,51.8027546156151
2,105.266227276638,161.809985744884,8,-58.280749090854,-6.40709991935842,5.94970801635065,7,2,51.8925446028596
2.5,104.977752743379,161.134345572001,8,-57.4624182008106,-6.41858390838037,6.76803890639405,7,2,51.9925610001375
3,104.689278210121,160.458705399117,8,-53.0442656958555,-6.41984267099783,11.1861914113492,9,2,52.1027449156508
3.5,104.400803676862,159.783065226234,8,-52.7497119604221,-6.4208921284423,11.4807451467826,9,2,52.2230319929515
4,104.112329143603,159.10742505335,8,-52.4515322063618,-6.40724041442706,11.7789249008429,9,2,52.353352593004
4.5,103.823854610344,158.431784880466,8,-59.6453483911337,-6.41789529566732,4.58510871607093,6,2,52.4936319882429
5,103.535380077086,157.756144707583,8,-57.4739365253013,-6.42215847912714,6.75652058190334,7,2,52.643790567415
5.5,103.246905543827,157.080504534699,8,-56.7975823840195,-6.41893736225887,7.43287472318515,7,2,52.8037440499605
5.99999999999999,102.958431010568,156.404864361815,8,-54.5125394994575,-6.42198535750856,9.71791760774721,8,2,52.9734037086605
6.49999999999999,102.669956477309,155.729224188932,8,-48.1079701735023,-6.42198150440205,13.8304571072047,10,2,53.1526765992722
6.99999999999999,102.381481944051,155.053584016048,8,-53.3683315256495,-6.40609379469154,10.8621255815552,9,2,53.3414657958705
7.49999999999999,102.093007410792,154.377943843165,8,-53.2283815460238,-6.41436442095523,11.0020755611808,9,2,53.5396706306299
7.99999999999999,101.804532877533,153.702303670281,8,-51.853462997686,-6.41960290702875,12.3769941095186,10,2,53.747186936804
8.49999999999999,101.516058344274,153.026663497397,8,-51.5651115992287,-6.41891249602564,12.665345507976,10,2,53.9639072936928
8.99999999999998,101.227583811016,152.351023324514,8,-58.0467007469209,-6.41710791841764,6.18375636028381,7,2,54.1897212724323
9.49999999999998,100.939109277757,151.67538315163,8,-50.6467112605448,-6.41777118464342,13.5837458466599,10,2,54.4245156814889
9.99999999999998,100.650634744498,150.999742978746,8,-53.4219305951331,-6.41466603761864,10.8085265120716,9,2,54.6681748108026
10.5,100.664303975636,150.811332513103,8,-52.6300301810389,-6.41273756886401,11.6004269261657,9,2,54.6527141380487
11,100.677973206774,150.62292204746,8,-54.1247165772175,-6.41895114076081,10.1057405299872,8,2,54.6379022187798
11.5,100.691642437911,150.434511581816,8,-48.6123720098094,-6.41842606082499,13.8304571072047,10,2,54.6237395807492
12,100.705311669049,150.246101116173,8,-46.5045398775082,-6.41830881295494,13.8304571072047,10,2,54.6102267291115
12.5,100.718980900187,150.057690650529,8,-55.3683619890096,-6.41338341714544,8.86209511819504,8,2,54.5973641463332
13,100.732650131325,149.869280184886,8,-52.8910371797246,-6.41782136901014,11.3394199274801,9,2,54.5851522921072
13.5,100.746319362462,149.680869719242,8,-54.9292311466476,-6.41705821061068,9.3012259605571,8,2,54.5735916032714
14,100.7599885936,149.492459253599,8,-46.8151218348223,-6.41832767187217,13.8304571072047,10,2,54.5626824937306
14.5,100.773657824738,149.304048787955,8,-51.9937375099655,-6.41855475862034,12.2367195972392,9,2,54.5524253543832
15,100.787327055875,149.115638322312,8,-49.6069518531762,-6.41849112168672,13.8304571072047,10,2,54.5428205530511
15.5,100.800996287013,148.927227856668,8,-48.2670472002381,-6.41601816254677,13.8304571072047,10,2,54.5338684344143
16,100.814665518151,148.738817391025,8,-53.3398609193349,-6.41846818025275,10.8905961878698,9,2,54.525569319949
16.5,100.828334749289,148.550406925381,8,-54.2291456739183,-6.41202839097386,10.0013114332864,8,2,54.5179235078704
17,100.842003980426,148.361996459738,8,-47.0777978400794,-6.41829826937254,13.8304571072047,10,2,54.510931273079
17.5,100.855673211564,148.173585994094,8,-44.4656774468561,-6.41748901114592,13.8304571072047,10,2,54.5045928671113
18,100.869342442702,147.985175528451,8,-47.1116208512328,-6.41829862594658,13.8304571072047,10,2,54.4989085180948
18.5,100.883011673839,147.796765062807,8,-56.3732109334591,-6.40988184073321,7.85724617374555,7,2,54.4938784307069
19,100.896680904977,147.608354597164,8,-50.128441471297,-6.41361639542703,13.8304571072047,10,2,54.4895027861381
19.5,100.910350136115,147.419944131521,8,-53.2982103931164,-6.41377535630627,10.9322467140882,9,2,54.4857817420593
20,100.924019367253,147.231533665877,8,-50.2849621120793,-6.4112565277731,13.8304571072047,10,2,54.4827154325936
20.5,100.858964390581,146.679598320038,8,-47.1003837145008,-6.41553104025949,13.8304571072047,10,2,54.5721215281438
21,100.793909413909,146.127662974199,8,-54.3415385320386,-6.40999790789231,9.88891857516606,8,2,54.6670316077977
21.5,100.728854437238,145.57572762836,8,-46.2792562824149,-6.41769673199416,13.8304571072047,10,2,54.7674170569087
22,100.663799460566,145.023792282521,8,-60.2765349430588,-6.41155131659987,3.95392216414582,5,2,54.8732478254636
22.5,100.598744483894,144.471856936682,8,-56.8050136316225,-6.41641026936987,7.42544347558217,7,2,54.9844924710238
23.0000000000001,100.533689507223,143.919921590843,8,-49.6796217712912,-6.41688130226898,13.8304571072047,10,2,55.101118203076
23.5000000000001,100.468634530551,143.367986245004,8,-54.1825708855379,-6.41466804187828,10.0478862216667,8,2,55.2230909286557
24.0000000000001,100.403579553879,142.816050899164,8,-50.0164976751878,-6.41644170519362,13.8304571072047,10,2,55.3503752991049
24.5000000000001,100.338524577208,142.264115553325,8,-49.5295169014031,-6.41464479479521,13.8304571072047,10,2,55.4829347578234
25.0000000000001,100.273469600536,141.712180207486,8,-58.7162059112832,-6.40930510582309,5.5142511959215,6,2,55.6207315888777
25.5000000000001,100.208414623865,141.160244861647,8,-46.8274602683435,-6.41593038121729,13.8304571072047,10,2,55.7637269663266
26.0000000000001,100.143359647193,140.608309515808,8,-52.831516072143,-6.41558136219903,11.3989410350617,9,2,55.9118810041301
26.5000000000001,100.078304670521,140.056374169969,8,-49.3985895467452,-6.41473714296122,13.8304571072047,10,2,56.0651528065068
27.0000000000001,100.01324969385,139.50443882413,8,-49.6959215257116,-6.41499007130671,13.8304571072047,10,2,56.2235005186074
27.5000000000001,99.948194717178,138.952503478291,8,-56.1124579725266,-6.4130962200403,8.11799913467811,8,2,56.3868813773798
28.0000000000001,99.8831397405064,138.400568132452,8,-42,-6.41545335695351,13.8304571072047,10,2,56.5552517624977
28.5000000000001,99.8180847638348,137.848632786613,8,-53.8907186624521,-6.41100603207679,10.3397384447526,9,2,56.7285672472367
29.0000000000001,99.7530297871631,137.296697440774,8,-42,-6.41453939247046,13.8304571072047,10,2,56.9067826491795
29.5000000000001,99.6879748104915,136.744762094935,8,-43.6285058373315,-6.4146115963832,13.8304571072047,10,2,57.0898520806423
30.0000000000002,99.6229198338199,136.192826749096,8,-48.622840417344,-6.41513918605969,13.8304571072047,10,2,57.2777289987149
30.5000000000002,99.9777498096704,135.867284881326,8,-52.9496950779938,-6.41375813150546,11.2807620292109,9,2,57.0456760037913
31.0000000000002,100.332579785521,135.541743013557,8,-47.5425474333433,-6.41467540886187,13.8304571072047,10,2,56.8167565586746
31.5000000000002,100.687409761371,135.216201145787,8,-50.3718799652848,-6.41488558478075,13.8304571072047,10,2,56.5910086904688
32.0000000000002,101.042239737222,134.890659278018,8,-53.8335984324538,-6.41171542668537,10.3968586747509,9,2,56.3684705043574
32.5000000000002,101.397069713072,134.565117410248,8,-47.0488104628278,-6.41403458349317,13.8304571072047,10,2,56.1491801635195
33.0000000000002,101.751899688923,134.239575542479,8,-50.6356407494203,-6.41445682359475,13.5948163577844,10,2,55.9331758682537
